id,feature_ids,scenario,role_preconditions,environment,verification_level,outcome,evidence,limitations,findings,prior_outcome,evidence_use,new_execution_this_round,blocker_expression,feature_specific_requirements,lower_level_option_not_full_flow,live_provider_access_required,operational_task_outcome,operational_block_reason,operational_new_evidence,source_head
COMP-020,LIFE-settings,Missing settings insert defaults; missing schema returns error,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:290; test=f09_startup_persisted_settings_default_only_when_missing_and_fail_on_db_error,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-021,CMD-db_diag,Admin diagnostic queries fail closed on schema error,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:287; test=f03_admin_diagnostics_fail_closed_on_schema_query_failure,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-022,LIFE-startup,Fresh versioned migrations enable app-role DB workflows without CI grants,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_MIGRATIONS_ONLY,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:322; test=f12_versioned_migrations_alone_enable_real_runtime_workflows,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-023,LIFE-startup,Legacy upgrade preserves canary and works without mined_blocks_id_seq,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_MIGRATIONS_ONLY,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:321; test=f13_legacy_upgrade_without_id_sequence_preserves_real_runtime_workflows,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-024,LIFE-shutdown,Normal owned-worker join precedes pool close,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_TASK_LIFECYCLE,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:391; test=normal_shutdown_joins_active_worker_before_database_close,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-025,LIFE-shutdown,Drain deadline does not permit live worker to use a closed pool,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_TASK_LIFECYCLE,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:392; test=database_must_outlive_worker_after_drain_deadline,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-026,LIFE-shutdown,Cancellation during 0.3-second SQL releases connection,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_TASK_LIFECYCLE,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:397; test=shutdown_during_actual_sql_query_cancels_and_releases_connection,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-027,TASK-utxo_reward_analysis,Dropped parent receiver does not abandon owned child,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_TASK_LIFECYCLE,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:393; test=orphaned_child_is_cancelled_and_joined_even_if_parent_result_is_dropped,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-028,JOB-utxo_monitor_task,UTXO cache contention leaves scheduler health/cancellation responsive,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_UNIT_SCHEDULER,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:86; test=wallet::wallet_use_cases::lifecycle_tests::utxo_cache_contention_does_not_starve_runtime_health_or_cancellation,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-029,JOB-kaspa_subscription_runtime,Disconnected subscription can recover when RPC connected flag is already set,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_UNIT_STATE_MACHINE,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:21; test=infrastructure::node::subscription::tests::disconnected_subscription_recovers_when_rpc_is_already_connected,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-030,CB-confirm-pause,Confirmation is bound and single-use,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_UNIT_AUTHORIZATION,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:69; test=presentation::telegram::handlers::admin_confirm::tests::confirmation_is_bound_to_actor_chat_message_and_is_single_use,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-031,CMD-logs,Long log response stays bounded and ordered,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_UNIT_FORMATTING,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:45; test=infrastructure::recent_logs::tests::f06_log_response_bounds_long_events_and_keeps_newest_in_order,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-032,INT-coingecko-current,Current market parser rejects missing/nonpositive values,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_UNIT_PROVIDER_PARSER,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:18; test=infrastructure::market::coingecko_adapter::tests::rejects_missing_or_non_positive_current_market_data,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
EDGE-001,CMD-fees,HTTP 200 fee JSON with missing or negative fee fields,Synthetic ordinary user and isolated provider/state fixture,Required isolated handler/full process,EXEC-02_COMPONENT_INTEGRATION_WITH_ISOLATED_HTTPS_AND_TELEGRAM_FIXTURES,VERIFIED_PASS,human-exec01-owner/edge001-invalid/missing-http.jsonl; human-exec01-owner/edge001-invalid/missing-telegram.jsonl; human-exec01-owner/edge001-invalid/negative-http.jsonl; human-exec01-owner/edge001-invalid/negative-telegram.jsonl; human-exec01-owner/edge001-invalid/result.txt,Component-level edge proof only under the matrix-approved EXEC-02 alternative; not EXEC-01/full-dispatcher/full-bot qualification.,REVIEW-001,BLOCKED,NEW_EXECUTION_THIS_ROUND,YES,((EXEC-01 AND BOOT-01) OR (EXEC-02 AND COMPONENT-01)) AND TG-01 AND IDENTITY-01 AND FEE-01,TG-01;IDENTITY-01;FEE-01,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Actual handle_fees called hard-coded api.kaspa.org HTTPS fixture. HTTP 200 missing and negative fee payloads both produced Telegram fallback only; invalid values were not rendered as live fees.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
EDGE-002,CB-cmd_add_wallet,Repeated invalid/raw nontext input after Add Wallet prompt,Synthetic ordinary user and isolated provider/state fixture,Required isolated handler/full process,STATIC_SOURCE_REVIEW; proposed reproduction not executed,BLOCKED,source-evidence.txt,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",REVIEW-002,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,((EXEC-01 AND BOOT-01) OR (EXEC-02 AND COMPONENT-01)) AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,,NO_FOR_SIMULATED_SCOPE,BLOCKED,"EXEC-02 component boundary is available, but this edge requires DB-01/AppContext state; dedicated task DB provisioning is TOOL_BLOCKED. No old-task DB reused.",exec02-result.json plus OPQUAL-DB-001-BLOCKED.json; no scenario-specific DB handler journey executed.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
EDGE-003,CB-wrd,Maintenance mode with pre-existing direct wallet callbacks,Synthetic ordinary user and isolated provider/state fixture,Required isolated handler/full process,STATIC_SOURCE_REVIEW; proposed reproduction not executed,BLOCKED,source-evidence.txt,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",AMBIGUITY-001,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,((EXEC-01 AND BOOT-01) OR (EXEC-02 AND COMPONENT-01)) AND TG-01 AND IDENTITY-01 AND DB-01 AND REQ-MAINT,TG-01;IDENTITY-01;DB-01;REQ-MAINT,,NO_FOR_SIMULATED_SCOPE,BLOCKED,"EXEC-02 component boundary is available, but this edge requires DB-01/AppContext state; dedicated task DB provisioning is TOOL_BLOCKED. No old-task DB reused.",exec02-result.json plus OPQUAL-DB-001-BLOCKED.json; no scenario-specific DB handler journey executed.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
NA-web-ui,,"Website pages, browser UI layout/responsiveness",,,Architecture/documentation and source discovery,NOT_APPLICABLE,README.md; src/lib.rs; commands.rs; source inventory,"Repository provides a Telegram bot/service, not a website",,NOT_APPLICABLE,PRIOR_OUTCOME_RETAINED,NO,,,,NO_FOR_SIMULATED_SCOPE,NOT_APPLICABLE,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
NA-password,,Native password login/logout/registration/reset,,,Architecture/documentation and source discovery,NOT_APPLICABLE,README.md; src/lib.rs; commands.rs; source inventory,Identity comes from Telegram actor/chat; no native password/account subsystem found,,NOT_APPLICABLE,PRIOR_OUTCOME_RETAINED,NO,,,,NO_FOR_SIMULATED_SCOPE,NOT_APPLICABLE,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
NA-email,,Email workflows,,,Architecture/documentation and source discovery,NOT_APPLICABLE,README.md; src/lib.rs; commands.rs; source inventory,No application mail integration or mail workflow in discovered implementation,,NOT_APPLICABLE,PRIOR_OUTCOME_RETAINED,NO,,,,NO_FOR_SIMULATED_SCOPE,NOT_APPLICABLE,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
NA-upload,,Document/image upload-import/export/printing workflows,,,Architecture/documentation and source discovery,NOT_APPLICABLE,README.md; src/lib.rs; commands.rs; source inventory,No advertised document/media processing workflow found; nontext Telegram inputs remain applicable validation edge cases,,NOT_APPLICABLE,PRIOR_OUTCOME_RETAINED,NO,,,,NO_FOR_SIMULATED_SCOPE,NOT_APPLICABLE,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
NA-payments,,Real payments or blockchain signing/submission,,,Architecture/documentation and source discovery,NOT_APPLICABLE,README.md; src/lib.rs; commands.rs; source inventory,Application monitors public mining data and shows donation information; it does not implement spending/signing,,NOT_APPLICABLE,PRIOR_OUTCOME_RETAINED,NO,,,,NO_FOR_SIMULATED_SCOPE,NOT_APPLICABLE,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
NA-desktop,,Native desktop/mobile GUI and IPC,,,Architecture/documentation and source discovery,NOT_APPLICABLE,README.md; src/lib.rs; commands.rs; source inventory,No desktop/mobile GUI or IPC application component in this repository,,NOT_APPLICABLE,PRIOR_OUTCOME_RETAINED,NO,,,,NO_FOR_SIMULATED_SCOPE,NOT_APPLICABLE,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
INFRA-001,LIFE-pool-close,"Independent PG table-lock fixture: >12s confirmed wait, explicit release, client/backend cleanup and fresh connection",Existing test-owned audit_ci database; synthetic private table; approle waiter and admin holder/observer,"kas; same task-owned PostgreSQL 18.6 container, internal network, no host ports",ACTUAL_LOCAL_POSTGRES_FIXTURE_ONLY_NO_APPLICATION,VERIFIED_PASS,resume-20260914-01/pg-lock-result.json; pg-lock-fixture.log; holder.log; waiter.log,"New environment fixture assertion, not runtime_pool_options, SIGTERM app shutdown, UTXO ownership, dispatcher or restart proof.",,NEW_SCENARIO,PRIOR_POSTGRES_INFRA_ONLY_NOT_RERUN,NO,,PRE-PG,,NO,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
GAP-CANCEL-001,CB-cancel_action,Stale Cancel message cannot remove a newer pending prompt; current prompt cancellation remains actor/chat scoped,Synthetic identities/data and already authorized component boundary,kas; in-repository tests; PostgreSQL internal task-owned network where required,PURE_REAL_STATE_FUNCTION,VERIFIED_PASS,"local-fixes-20260914-02/final-suite.log lines 57,55","Grouped component scenario, not a complete bot/dispatcher/provider journey. No main/SIGTERM or real Telegram execution.",REVIEW-003,NEW_DISCOVERED_GAP,NEW_EXECUTION_ON_FINAL_SOURCE,YES,,,,NO,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
